fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,alcohol,quality
10.71,0.782,0.3,3.0,0.012,11.1,7
8.63,0.982,0.14,2.5,0.111,11.8,5
9.47,0.613,0.2,8.0,0.089,9.9,5
7.8,0.898,0.33,7.3,0.098,8.9,5
7.5,0.586,0.09,3.6,0.106,10.2,7
6.89,0.387,0.48,1.5,0.032,10.9,7
7.39,0.552,0.34,6.1,0.135,9.3,4
8.96,0.577,0.13,10.7,0.099,12.5,5
7.86,0.69,0.41,0.9,0.098,11.3,5
9.64,0.905,0.3,0.9,0.057,11.5,7
9.58,0.596,0.52,2.8,0.164,10.9,4
8.12,0.58,0.11,4.5,0.102,10.0,3
9.09,0.488,0.15,2.0,0.048,9.2,6
11.34,0.667,0.34,0.9,0.143,8.9,5
7.91,0.421,0.5,1.8,0.046,11.1,6
7.69,0.65,0.34,7.5,0.147,9.3,4
12.81,0.347,0.0,9.0,0.098,11.6,7
6.89,0.258,0.46,4.7,0.046,9.6,7
9.08,0.695,0.13,11.1,0.072,10.8,7
9.47,0.639,0.17,5.2,0.088,11.3,5
8.03,0.671,0.35,1.1,0.028,11.7,5
8.53,0.444,0.04,6.4,0.064,10.6,5
7.52,0.321,0.0,0.9,0.11,9.5,5
9.38,0.498,0.5,0.9,0.043,11.3,7
8.72,0.52,0.17,2.2,0.041,10.3,5
10.85,0.305,0.24,0.9,0.031,10.4,6
9.54,0.544,0.22,0.9,0.012,11.6,7
9.22,0.575,0.32,6.0,0.048,11.0,7
7.99,0.174,0.12,0.9,0.097,8.4,6
9.08,0.615,0.44,4.3,0.143,9.0,6
9.94,0.455,0.0,1.2,0.08,10.3,5
8.83,0.229,0.4,2.6,0.114,10.4,5
8.96,0.266,0.28,2.3,0.11,10.2,6
5.69,0.741,0.21,1.3,0.132,12.7,5
7.74,0.498,0.38,0.9,0.126,11.8,6
8.47,0.38,0.37,1.8,0.147,9.9,5
8.64,0.206,0.0,3.8,0.144,10.3,5
6.94,0.719,0.02,0.9,0.141,9.5,5
8.43,0.269,0.17,11.1,0.049,11.4,7
5.42,0.356,0.28,11.1,0.051,10.1,6
8.42,0.867,0.22,1.1,0.012,9.7,5
8.29,0.481,0.44,3.8,0.063,10.7,7
10.61,0.532,0.54,1.7,0.04,9.5,7
9.82,0.737,0.49,6.5,0.071,11.9,6
7.27,0.838,0.0,12.5,0.09,11.1,6
7.01,0.511,0.33,0.9,0.021,8.6,6
9.1,0.568,0.19,9.4,0.124,11.4,8
12.13,0.286,0.39,0.9,0.063,10.9,6
10.06,0.425,0.11,3.4,0.156,10.6,5
8.58,0.257,0.0,1.5,0.056,8.6,6
7.35,0.59,0.18,9.6,0.022,8.4,5
10.33,0.345,0.9,1.3,0.095,12.5,8
6.85,0.374,0.58,0.9,0.1,10.4,6
10.9,0.536,0.38,2.2,0.144,10.1,6
7.53,0.559,0.25,2.9,0.124,9.6,7
8.83,0.759,0.12,1.4,0.171,10.0,3
9.67,0.874,0.0,1.4,0.161,11.4,4
7.39,0.607,0.08,3.4,0.105,11.4,4
7.31,0.472,0.22,5.2,0.148,11.3,5
7.44,0.762,0.52,3.8,0.117,8.9,6
10.79,0.477,0.31,4.4,0.133,10.7,7
6.96,0.534,0.16,0.9,0.127,8.7,4
7.83,0.619,0.22,2.1,0.098,10.0,5
7.05,0.229,0.47,5.7,0.138,9.8,7
9.27,0.234,0.3,1.4,0.048,8.5,5
6.68,0.359,0.25,4.5,0.052,11.7,6
6.75,0.567,0.44,2.6,0.022,9.2,6
8.55,0.715,0.4,1.6,0.055,12.6,6
10.14,0.403,0.18,5.3,0.142,8.4,6
10.59,0.225,0.31,6.7,0.084,12.6,8
6.97,0.385,0.28,3.0,0.068,9.1,7
8.04,0.461,0.26,1.9,0.012,11.2,6
10.87,0.738,0.03,4.0,0.119,10.6,5
9.24,0.383,0.5,0.9,0.1,12.1,7
7.85,0.357,0.41,9.2,0.059,9.4,7
6.7,0.502,0.26,0.9,0.11,12.0,5
10.34,0.408,0.0,0.9,0.109,9.1,5
9.14,0.633,0.51,1.4,0.103,11.9,8
9.83,0.472,0.0,1.6,0.052,10.0,7
7.56,0.543,0.19,1.1,0.058,10.1,6
6.4,0.448,0.22,15.5,0.097,9.9,5
6.79,0.539,0.25,0.9,0.02,9.7,6
7.12,0.708,0.16,7.4,0.023,11.4,5
6.8,0.546,0.28,0.9,0.084,11.3,7
6.83,0.562,0.47,4.7,0.158,10.6,4
8.48,0.155,0.22,1.6,0.055,10.2,7
8.11,0.687,0.3,0.9,0.116,11.8,5
7.87,0.65,0.31,3.3,0.145,9.9,5
9.65,0.157,0.39,2.2,0.076,11.2,6
6.9,0.391,0.34,0.9,0.101,9.4,5
8.17,0.236,0.32,7.0,0.151,9.3,5
7.1,0.636,0.14,15.5,0.07,10.2,7
11.73,0.621,0.23,15.5,0.118,9.2,6
6.64,0.338,0.25,3.1,0.107,11.9,5
4.87,0.575,0.35,15.5,0.104,9.5,4
7.16,0.7,0.18,1.1,0.124,11.4,5
7.18,0.428,0.02,1.3,0.076,10.7,6
9.91,0.406,0.44,11.9,0.103,11.6,8
6.83,0.402,0.18,7.6,0.156,9.5,5
4.6,0.377,0.3,6.4,0.171,10.5,5
10.33,0.679,0.46,5.8,0.031,8.4,6
10.45,0.705,0.56,4.6,0.063,10.6,8
6.11,0.33,0.27,4.7,0.089,10.9,5
7.91,0.558,0.2,5.4,0.105,13.3,7
9.14,0.466,0.0,8.4,0.084,10.2,4
6.04,0.534,0.19,0.9,0.079,10.8,4
5.46,0.555,0.62,3.2,0.084,10.9,6
8.74,0.75,0.14,5.3,0.098,10.8,4
8.02,0.585,0.34,0.9,0.146,10.1,4
7.73,0.671,0.4,2.7,0.036,10.3,6
7.43,0.586,0.09,0.9,0.031,9.3,5
6.95,0.758,0.01,0.9,0.214,8.7,3
10.85,0.295,0.1,1.1,0.012,10.3,8
8.49,0.28,0.36,8.0,0.158,9.9,6
7.27,0.706,0.23,1.9,0.132,10.6,5
9.44,0.648,0.21,2.7,0.075,11.7,7
9.61,0.675,0.25,3.8,0.136,9.6,3
9.25,0.658,0.44,0.9,0.134,9.8,5
8.61,0.461,0.05,1.6,0.012,9.1,6
6.69,0.565,0.58,0.9,0.156,10.6,4
5.5,0.749,0.27,1.1,0.172,9.9,4
6.74,0.855,0.56,0.9,0.125,9.1,4
8.49,0.293,0.12,7.4,0.065,9.1,8
6.79,0.4,0.23,1.6,0.082,10.7,6
6.02,0.38,0.53,0.9,0.135,11.0,6
7.78,0.524,0.19,2.4,0.03,9.3,5
5.43,0.53,0.43,9.9,0.038,11.6,7
11.45,0.368,0.39,3.0,0.031,9.1,6
8.47,0.575,0.49,10.8,0.105,10.7,3
8.51,0.86,0.44,3.4,0.063,12.4,7
7.55,0.384,0.0,4.3,0.081,10.8,6
8.65,0.538,0.4,0.9,0.131,10.0,4
9.25,0.371,0.46,0.9,0.117,11.2,7
7.07,0.639,0.42,5.0,0.111,9.7,5
7.14,0.773,0.16,1.7,0.134,11.1,5
10.73,0.474,0.04,1.1,0.165,9.6,4
9.57,0.541,0.48,0.9,0.098,9.9,6
12.18,0.57,0.0,1.6,0.041,9.5,7
10.33,0.907,0.43,0.9,0.042,11.1,5
9.96,0.63,0.63,1.6,0.076,10.5,7
9.66,0.751,0.14,2.6,0.129,10.5,4
9.16,0.596,0.1,2.0,0.025,10.1,5
5.91,0.821,0.13,3.9,0.067,10.1,4
11.12,0.504,0.54,0.9,0.138,11.1,6
6.95,0.781,0.22,1.5,0.012,12.1,7
11.6,0.464,0.18,0.9,0.139,11.8,6
9.8,0.386,0.35,0.9,0.07,10.1,6
7.25,0.511,0.46,7.1,0.093,11.3,7
9.54,0.528,0.44,1.3,0.016,9.6,8
11.46,0.556,0.41,7.3,0.114,8.6,4
8.6,0.546,0.53,3.3,0.147,10.5,6
10.19,0.518,0.32,5.7,0.052,10.2,7
8.8,0.606,0.48,1.1,0.044,9.1,5
10.2,0.608,0.0,1.1,0.089,10.2,5
10.33,0.409,0.0,0.9,0.135,9.5,5
8.55,0.278,0.33,4.7,0.109,12.1,7
5.21,0.788,0.21,0.9,0.048,9.6,5
9.13,0.479,0.32,3.1,0.012,8.4,6
10.27,0.597,0.31,0.9,0.054,11.2,6
6.47,0.484,0.0,4.1,0.06,12.1,6
8.3,0.51,0.56,10.7,0.041,11.7,8
7.12,0.611,0.33,9.4,0.076,11.2,7
6.83,0.768,0.31,4.5,0.073,11.9,6
10.94,0.67,0.17,1.3,0.032,8.9,6
6.75,0.581,0.0,0.9,0.039,9.5,7
10.27,0.667,0.36,4.3,0.15,8.7,5
12.15,0.337,0.26,1.8,0.18,11.0,7
4.6,0.637,0.68,0.9,0.075,10.9,5
8.7,0.45,0.27,15.5,0.131,11.7,5
8.33,0.526,0.37,2.4,0.083,9.6,5
8.67,0.599,0.08,14.0,0.012,11.7,6
9.11,0.424,0.0,7.6,0.219,10.8,5
11.06,0.389,0.15,0.9,0.065,10.7,7
6.78,0.947,0.16,2.6,0.079,10.1,6
10.31,0.574,0.16,1.4,0.112,11.3,5
7.35,0.477,0.36,15.5,0.074,10.5,6
6.35,0.699,0.07,14.2,0.074,9.5,6
5.84,0.414,0.15,0.9,0.04,11.1,7
4.6,0.486,0.48,10.2,0.099,11.3,6
8.66,0.715,0.04,1.3,0.035,10.9,6
9.24,0.145,0.0,1.2,0.074,10.3,5
8.78,0.411,0.1,3.0,0.125,10.0,3
8.1,0.289,0.24,5.7,0.012,12.5,8
8.68,0.88,0.16,7.2,0.093,11.6,5
8.67,0.718,0.56,2.3,0.112,11.1,6
10.08,0.536,0.72,2.2,0.107,11.4,6
6.53,0.576,0.14,3.6,0.101,10.2,6
11.22,0.318,0.32,0.9,0.078,11.1,6
4.6,0.375,0.15,0.9,0.071,8.4,4
4.6,0.45,0.22,4.9,0.071,10.3,6
6.64,0.771,0.61,3.8,0.117,11.3,6
10.19,0.376,0.39,1.1,0.05,8.4,6
10.65,0.264,0.0,1.1,0.212,10.8,6
7.17,0.479,0.04,4.3,0.059,10.4,4
7.28,0.43,0.5,1.8,0.174,12.4,6
7.99,0.677,0.23,15.5,0.044,8.4,6
7.33,0.571,0.39,15.5,0.193,10.8,5
6.65,0.579,0.31,1.1,0.04,11.5,5
6.53,0.624,0.27,2.6,0.096,10.5,6
6.79,0.775,0.3,0.9,0.147,11.0,3
7.82,0.489,0.1,0.9,0.025,8.8,7
9.86,0.301,0.4,0.9,0.04,9.1,6
9.19,0.415,0.26,0.9,0.079,10.6,5
8.79,0.662,0.32,0.9,0.091,9.0,5
6.56,0.869,0.28,1.3,0.159,10.4,3
5.92,0.621,0.61,0.9,0.067,10.5,7
8.48,0.61,0.24,11.7,0.138,8.4,4
10.79,0.541,0.17,10.6,0.08,10.6,5
11.06,0.775,0.05,0.9,0.085,10.4,6
9.22,0.542,0.12,0.9,0.103,9.1,4
9.06,0.273,0.6,1.6,0.06,10.8,7
10.17,0.339,0.25,0.9,0.048,9.0,7
7.86,0.41,0.0,0.9,0.052,9.9,6
11.65,0.201,0.32,9.2,0.093,8.6,8
7.98,0.854,0.35,8.1,0.121,9.8,4
9.61,0.551,0.33,3.0,0.148,11.1,7
10.9,0.549,0.29,15.1,0.055,11.2,9
4.98,0.551,0.1,13.4,0.127,11.8,5
7.43,0.552,0.13,1.1,0.056,9.8,5
7.85,0.653,0.17,2.3,0.08,12.9,5
8.26,0.541,0.22,0.9,0.104,10.9,6
9.4,0.845,0.46,3.2,0.097,13.1,7
6.73,0.718,0.25,0.9,0.064,11.4,5
10.27,0.428,0.22,3.9,0.049,9.3,7
6.54,0.388,0.23,3.0,0.077,11.2,6
9.12,0.367,0.09,15.5,0.066,11.6,7
5.25,0.487,0.19,1.8,0.113,9.0,5
6.2,0.533,0.28,6.1,0.012,10.8,7
8.47,0.425,0.15,3.9,0.04,11.2,6
8.29,0.711,0.28,3.9,0.072,12.1,5
6.27,0.398,0.12,0.9,0.125,14.1,5
8.12,0.585,0.38,15.5,0.09,10.7,5
7.85,0.581,0.51,2.9,0.028,10.1,6
10.44,0.588,0.63,4.0,0.06,8.9,7
8.68,0.367,0.41,11.2,0.117,9.9,7
9.25,1.143,0.27,4.7,0.11,12.2,7
10.27,0.467,0.26,4.5,0.081,9.8,5
10.19,0.559,0.19,6.6,0.028,10.9,7
9.11,0.12,0.71,5.0,0.155,8.4,6
6.52,0.744,0.36,4.2,0.125,12.7,6
6.99,0.418,0.06,4.5,0.012,10.3,7
9.3,0.432,0.41,1.2,0.038,11.3,7
9.23,0.884,0.31,0.9,0.09,10.3,5
7.75,0.775,0.54,2.0,0.08,9.9,5
8.34,0.661,0.1,0.9,0.012,9.8,5
6.7,0.752,0.7,2.8,0.079,12.9,7
7.98,0.434,0.22,10.2,0.083,11.2,8
8.94,0.697,0.36,15.3,0.063,10.3,6
8.64,0.626,0.31,0.9,0.095,9.4,7
11.95,0.545,0.36,3.5,0.047,12.1,7
9.16,0.525,0.36,11.9,0.012,10.5,8
5.86,0.704,0.49,1.2,0.032,8.8,5
10.09,0.733,0.47,3.9,0.139,9.6,5
5.08,0.566,0.12,0.9,0.112,9.9,5
8.05,0.413,0.64,2.2,0.151,10.2,6
7.49,0.12,0.21,2.1,0.069,9.6,7
4.86,0.704,0.44,2.2,0.116,10.7,5
9.71,0.673,0.33,15.5,0.084,9.9,5
8.44,0.66,0.37,9.2,0.03,9.8,8
6.76,0.676,0.34,2.9,0.113,8.6,6
7.41,0.151,0.11,5.0,0.055,10.4,7
9.26,0.624,0.22,6.0,0.077,8.9,5
11.18,0.495,0.37,1.0,0.063,11.9,7
9.47,0.366,0.55,0.9,0.099,10.0,7
5.69,0.774,0.4,1.6,0.143,11.7,5
5.73,0.604,0.21,4.7,0.04,10.0,7
9.0,0.653,0.3,0.9,0.055,9.6,6
7.19,0.476,0.44,0.9,0.1,11.6,6
7.81,0.781,0.39,1.3,0.065,10.4,6
6.41,0.497,0.09,0.9,0.051,9.2,5
7.67,0.376,0.37,1.2,0.15,11.5,7
10.13,0.602,0.16,1.0,0.058,9.1,8
12.04,0.596,0.43,0.9,0.026,11.6,8
10.15,0.356,0.1,3.5,0.089,10.7,7
6.43,0.706,0.32,15.5,0.061,11.9,6
9.67,0.317,0.33,2.4,0.095,11.0,6
6.96,0.698,0.35,0.9,0.164,9.9,3
6.84,0.435,0.17,4.0,0.101,9.1,5
9.71,0.681,0.21,1.5,0.15,8.8,5
9.2,0.638,0.41,3.0,0.064,10.1,6
5.99,0.625,0.32,0.9,0.058,9.6,5
6.19,0.557,0.27,8.9,0.03,9.6,7
8.84,0.459,0.47,1.4,0.108,8.6,6
7.65,0.619,0.22,2.4,0.025,10.7,6
7.87,0.283,0.22,8.4,0.148,9.2,5
8.45,0.233,0.44,2.0,0.012,8.4,7
6.57,0.765,0.57,0.9,0.105,9.4,5
10.47,0.722,0.0,2.1,0.045,10.9,6
7.68,0.687,0.38,5.3,0.155,9.0,4
9.56,0.309,0.54,3.9,0.082,13.9,7
8.14,0.459,0.23,0.9,0.089,9.9,6
9.81,0.395,0.25,0.9,0.048,10.9,6
9.11,0.848,0.27,2.5,0.093,11.6,5
10.06,0.844,0.37,1.9,0.08,8.9,5
5.06,0.705,0.05,8.2,0.058,9.9,4
7.95,0.887,0.21,15.5,0.076,9.5,5
8.31,0.454,0.0,2.1,0.033,11.2,6
7.87,0.652,0.02,3.6,0.171,11.6,6
12.27,0.421,0.59,12.7,0.108,10.3,8
9.52,0.12,0.1,0.9,0.088,10.2,6
7.52,0.407,0.25,0.9,0.102,9.7,5
10.42,0.536,0.2,1.4,0.084,10.4,5
10.14,0.399,0.4,9.0,0.183,10.0,5
10.0,0.784,0.3,0.9,0.142,9.2,5
7.68,0.714,0.2,3.7,0.045,9.5,6
9.27,0.309,0.0,0.9,0.103,9.4,6
9.38,0.694,0.25,15.5,0.151,11.9,5
7.68,0.621,0.36,0.9,0.022,9.1,6
8.4,0.542,0.17,3.3,0.098,11.4,6
5.76,0.611,0.32,0.9,0.083,9.5,6
6.69,0.169,0.01,15.5,0.088,10.7,7
8.47,0.637,0.15,2.8,0.05,10.5,6
7.3,0.725,0.42,1.9,0.106,10.0,6
9.0,0.53,0.1,3.1,0.027,12.1,7
8.04,0.494,0.1,4.5,0.063,9.8,5
10.3,0.28,0.2,0.9,0.082,9.7,7
7.48,0.399,0.34,0.9,0.077,9.8,6
9.68,0.702,0.07,0.9,0.067,10.7,5
9.53,0.359,0.49,2.8,0.08,11.0,8
7.49,0.458,0.0,3.6,0.085,9.4,5
9.98,0.746,0.48,2.0,0.012,9.5,7
8.93,0.56,0.11,15.5,0.137,10.5,6
8.16,0.546,0.31,1.8,0.181,10.9,4
7.11,0.377,0.0,1.3,0.092,10.7,4
8.53,0.433,0.54,1.1,0.08,12.6,7
5.8,0.73,0.32,0.9,0.066,8.6,4
11.81,0.604,0.3,0.9,0.083,8.4,4
10.85,0.228,0.29,0.9,0.012,10.1,8
6.36,0.407,0.18,15.5,0.118,10.2,6
10.16,0.248,0.57,15.5,0.163,12.0,7
7.58,0.52,0.26,0.9,0.09,10.2,4
5.13,0.7,0.53,15.5,0.054,8.6,6
9.08,0.629,0.21,5.4,0.114,13.4,7
7.02,0.652,0.16,1.3,0.096,10.5,4
6.05,0.56,0.05,1.0,0.088,11.5,5
5.75,0.666,0.26,0.9,0.012,12.6,6
8.0,0.561,0.75,8.5,0.135,10.1,7
4.74,0.705,0.45,15.5,0.167,10.7,6
8.99,0.12,0.21,14.9,0.174,11.0,6
9.3,0.331,0.37,15.5,0.043,11.3,8
8.68,0.629,0.36,1.1,0.012,9.4,6
10.49,0.534,0.48,3.5,0.095,10.6,7
7.48,0.534,0.49,15.5,0.117,9.9,5
10.04,0.443,0.37,1.0,0.058,10.0,6
8.06,0.385,0.77,4.9,0.104,10.2,7
7.12,0.604,0.15,3.0,0.146,13.8,5
9.64,0.707,0.01,3.0,0.012,8.4,6
7.91,0.584,0.57,1.4,0.147,11.0,5
7.84,0.646,0.27,0.9,0.1,9.8,5
10.57,0.35,0.24,6.3,0.105,11.8,7
10.48,0.74,0.04,2.3,0.077,10.3,5
9.64,0.294,0.19,5.3,0.116,10.3,6
9.68,0.424,0.0,0.9,0.186,11.0,5
6.65,0.62,0.41,10.2,0.012,10.1,8
8.91,0.293,0.24,3.6,0.066,9.2,5
8.92,0.572,0.61,10.1,0.012,10.0,7
9.09,0.559,0.62,1.8,0.137,11.8,6
9.53,0.464,0.26,6.2,0.042,10.3,7
8.49,0.355,0.57,1.5,0.089,9.5,7
8.45,0.574,0.05,4.4,0.162,9.2,5
5.56,0.45,0.34,6.1,0.073,10.3,7
8.02,1.137,0.41,1.3,0.125,10.5,4
9.89,0.459,0.02,1.6,0.105,10.9,7
8.76,0.254,0.27,3.0,0.139,10.0,5
5.47,0.514,0.35,14.3,0.076,10.2,8
10.88,0.583,0.15,2.2,0.09,10.5,5
8.7,0.551,0.14,6.7,0.021,8.4,7
8.27,0.403,0.32,1.3,0.039,12.2,6
9.88,0.517,0.4,0.9,0.102,9.2,6
6.97,0.223,0.14,2.6,0.1,8.4,6
7.36,0.549,0.71,0.9,0.092,11.7,6
8.26,0.353,0.25,2.1,0.089,10.4,7
9.0,0.507,0.06,0.9,0.14,8.4,4
7.71,0.46,0.17,6.9,0.053,9.2,6
10.67,0.605,0.62,0.9,0.071,11.9,7
8.4,0.474,0.39,4.3,0.092,9.3,5
9.57,0.663,0.46,0.9,0.024,11.9,7
12.94,0.442,0.24,4.3,0.112,11.6,6
7.95,0.444,0.17,6.8,0.037,10.8,5
6.58,0.796,0.3,1.8,0.028,12.7,6
7.24,0.79,0.18,3.2,0.142,9.9,4
6.39,0.516,0.71,0.9,0.125,10.6,6
6.58,0.585,0.15,0.9,0.149,9.6,5
7.08,0.12,0.32,4.0,0.108,8.4,7
7.32,0.79,0.41,0.9,0.151,9.5,4
10.44,0.631,0.0,2.0,0.056,10.1,5
6.48,0.138,0.32,2.7,0.076,10.3,6
9.29,0.601,0.45,0.9,0.043,10.4,5
6.18,0.744,0.19,2.8,0.032,11.0,6
10.31,0.785,0.07,1.3,0.111,10.6,5
10.02,0.911,0.29,5.1,0.057,8.6,4
10.15,0.731,0.16,2.7,0.11,9.6,5
9.48,0.242,0.36,15.5,0.109,13.2,7
9.09,0.278,0.08,0.9,0.141,11.4,6
4.6,0.781,0.3,9.7,0.152,10.6,5
11.14,0.407,0.19,15.5,0.039,11.1,7
10.74,0.656,0.53,15.5,0.103,9.4,5
9.44,0.654,0.48,4.7,0.144,10.5,4
7.62,0.709,0.23,3.4,0.067,10.7,5
8.53,0.429,0.15,0.9,0.094,10.8,5
9.06,0.725,0.0,14.3,0.091,9.7,5
9.79,0.571,0.45,3.2,0.148,10.2,5
9.18,0.52,0.0,2.3,0.154,10.8,6
9.14,0.363,0.32,5.2,0.128,10.0,5
8.17,0.354,0.06,2.5,0.108,10.3,5
8.05,0.374,0.37,1.5,0.167,10.5,5
9.95,0.709,0.42,1.5,0.114,12.5,5
7.59,0.698,0.1,0.9,0.064,9.0,5
8.04,0.58,0.27,15.5,0.09,10.5,6
7.09,0.239,0.07,5.3,0.042,8.4,5
8.81,0.425,0.41,4.7,0.043,11.1,8
9.48,0.826,0.42,1.9,0.066,9.6,4
6.3,0.477,0.55,1.0,0.094,10.8,6
12.17,0.403,0.28,2.0,0.072,11.6,7
10.47,0.323,0.36,0.9,0.036,12.3,8
9.5,0.604,0.25,15.5,0.125,9.9,5
9.41,0.711,0.35,3.5,0.012,10.5,6
7.74,0.864,0.26,5.3,0.012,11.2,6
10.94,0.392,0.06,3.1,0.083,9.6,6
7.82,0.216,0.06,14.2,0.058,8.6,5
7.93,0.249,0.16,3.7,0.047,8.7,6
5.39,0.653,0.1,3.1,0.035,10.2,6
5.21,0.218,0.53,0.9,0.018,10.5,8
7.49,0.433,0.15,8.6,0.103,9.2,6
9.6,0.675,0.29,3.1,0.063,10.9,7
8.73,0.557,0.4,10.2,0.206,9.7,5
6.93,0.657,0.3,0.9,0.097,10.8,4
11.08,0.655,0.33,0.9,0.074,12.0,7
9.84,0.55,0.03,15.5,0.048,10.4,7
7.97,0.493,0.08,3.5,0.083,10.5,7
9.02,0.633,0.08,0.9,0.16,10.9,4
9.9,0.12,0.45,10.8,0.081,11.6,8
8.34,0.721,0.0,7.9,0.114,9.6,5
6.78,0.809,0.3,0.9,0.072,10.2,5
6.77,0.211,0.09,1.6,0.126,10.7,5
9.51,0.672,0.05,0.9,0.187,10.9,3
9.96,0.419,0.05,2.2,0.098,9.0,5
11.36,0.534,0.4,0.9,0.122,8.4,6
9.29,0.444,0.34,9.4,0.059,9.7,7
10.37,0.12,0.24,1.6,0.039,11.5,8
10.53,0.452,0.14,3.0,0.135,10.7,5
4.63,0.12,0.28,4.4,0.012,10.5,7
8.47,0.629,0.11,6.6,0.12,11.2,5
9.91,0.484,0.45,1.3,0.086,9.4,5
4.78,0.616,0.34,1.5,0.12,8.9,5
7.27,0.58,0.15,8.6,0.16,12.4,6
6.11,0.499,0.37,1.1,0.146,10.3,4
7.7,0.156,0.19,0.9,0.053,9.7,8
7.84,0.545,0.13,8.3,0.077,10.2,6
6.91,0.513,0.52,3.7,0.167,9.5,5
4.93,0.446,0.19,15.5,0.118,8.9,5
8.64,0.643,0.45,3.0,0.093,11.2,6
7.44,0.456,0.0,1.9,0.133,10.9,4
10.41,0.153,0.0,2.2,0.05,11.1,6
5.64,0.231,0.09,15.1,0.109,12.1,7
11.49,0.352,0.04,0.9,0.092,12.7,6
5.33,0.53,0.49,2.1,0.069,12.6,7
8.97,0.468,0.16,15.5,0.087,9.4,6
8.57,0.588,0.37,1.5,0.052,8.9,6
9.76,0.657,0.32,8.2,0.088,11.6,7
9.61,0.453,0.59,4.3,0.063,10.7,8
9.24,0.478,0.02,1.5,0.102,12.2,5
7.86,0.782,0.08,1.1,0.066,10.5,5
7.27,0.392,0.44,1.0,0.135,8.6,4
8.21,0.504,0.46,7.0,0.143,9.4,5
7.71,0.634,0.38,3.3,0.047,9.6,7
7.76,0.537,0.48,2.4,0.091,10.7,7
9.76,0.826,0.33,4.5,0.054,10.9,6
7.9,0.965,0.49,2.5,0.055,12.5,5
11.44,0.701,0.0,0.9,0.097,9.5,4
6.58,0.362,0.2,4.4,0.035,11.4,5
9.3,0.358,0.16,15.5,0.104,11.0,7
8.51,0.199,0.21,1.5,0.033,9.8,8
11.13,0.784,0.38,14.5,0.162,10.1,5
8.1,0.722,0.21,0.9,0.06,11.0,6
7.38,0.323,0.45,0.9,0.029,11.2,7
10.95,0.464,0.27,15.5,0.12,10.1,7
9.26,0.346,0.53,3.2,0.125,9.8,6
10.16,0.463,0.18,4.8,0.123,9.7,5
8.76,0.526,0.28,0.9,0.129,10.4,6
7.13,0.741,0.18,15.5,0.069,8.5,4
8.52,0.446,0.39,0.9,0.05,10.0,7
8.77,0.626,0.38,1.1,0.13,11.7,5
7.6,0.429,0.43,1.1,0.063,11.1,5
6.97,0.401,0.43,2.1,0.134,13.0,7
5.93,0.664,0.22,2.3,0.058,9.8,4
8.85,0.224,0.15,1.0,0.081,10.6,5
8.21,0.621,0.09,5.7,0.052,9.4,6
8.65,0.374,0.35,7.2,0.077,10.8,7
8.25,0.465,0.25,0.9,0.055,9.6,5
7.22,0.491,0.03,15.5,0.095,9.4,5
7.85,0.607,0.61,0.9,0.106,12.5,4
7.69,0.529,0.25,2.2,0.087,9.5,7
8.56,0.369,0.41,2.7,0.187,9.9,6
9.0,0.469,0.01,0.9,0.116,10.9,5
7.78,0.581,0.77,4.2,0.06,10.6,7
8.1,0.718,0.29,5.3,0.012,11.1,6
4.98,0.732,0.26,1.4,0.18,10.3,5
7.5,0.242,0.44,0.9,0.042,11.1,7
7.1,0.603,0.43,2.3,0.051,11.1,7
11.39,0.694,0.18,3.7,0.11,10.5,6
10.01,0.462,0.16,1.1,0.078,10.5,6
9.49,0.265,0.35,9.3,0.037,11.7,7
8.02,0.314,0.36,0.9,0.046,8.9,6
9.18,0.629,0.0,1.4,0.012,10.9,6
7.39,0.556,0.18,15.5,0.077,12.8,5
8.79,0.518,0.07,1.5,0.096,9.2,4
8.87,0.448,0.34,2.0,0.081,12.1,6
6.57,0.248,0.25,0.9,0.065,9.2,6
7.84,0.238,0.12,3.7,0.075,8.4,4
8.34,0.868,0.34,2.8,0.124,8.6,5
7.07,0.369,0.0,2.9,0.058,9.9,6
8.46,0.824,0.26,0.9,0.21,8.4,3
7.34,0.621,0.1,1.9,0.074,11.7,6
8.58,0.638,0.0,4.5,0.012,8.4,6
6.91,0.64,0.24,1.8,0.081,9.3,5
8.05,0.364,0.11,4.4,0.012,8.7,6
10.52,0.766,0.28,2.1,0.129,11.0,6
8.78,0.489,0.63,3.2,0.243,9.5,4
10.94,0.277,0.17,8.5,0.081,9.9,6
6.99,0.49,0.34,2.2,0.196,10.8,5
11.56,0.347,0.31,2.9,0.164,9.8,6
7.7,0.463,0.25,10.0,0.094,9.3,6
9.7,0.693,0.0,0.9,0.078,9.6,3
7.0,0.661,0.21,3.4,0.026,12.0,4
7.15,0.682,0.61,8.1,0.086,9.6,8
7.71,0.437,0.05,15.5,0.113,10.1,5
8.32,0.575,0.32,1.3,0.119,8.9,4
6.0,0.484,0.51,12.2,0.123,12.2,6
9.34,0.349,0.35,0.9,0.025,10.7,7
11.15,0.445,0.25,11.4,0.119,10.3,6
7.39,0.597,0.55,0.9,0.071,9.9,6
8.5,0.821,0.22,4.0,0.098,11.6,6
7.5,0.682,0.41,2.9,0.052,10.8,7
8.1,0.776,0.06,2.1,0.095,10.2,5
5.98,0.629,0.23,3.8,0.125,11.2,4
