income,credit_score,age,loan_amount,approved
20000,606,44,37521,1
42655,609,29,151684,0
20000,850,29,49477,1
45661,670,61,252350,0
20000,782,31,81614,0
45509,514,32,202992,0
98077,850,22,480850,0
22199,646,37,107609,0
60382,560,38,189441,0
36240,691,38,213724,0
70148,850,24,213193,0
30112,850,18,98011,0
63558,675,42,289759,0
67269,671,40,177736,0
43308,562,37,241637,0
20000,825,48,69224,0
56736,786,52,130131,0
29354,809,60,28991,0
24694,620,18,94100,0
20000,768,44,70569,1
20000,633,22,94669,0
52172,842,62,99372,1
20000,594,67,67620,0
20000,644,70,131629,0
28653,743,18,133100,1
43743,566,60,108239,0
45811,666,26,258841,0
38690,585,46,170571,0
22006,649,27,52669,0
181257,601,29,683572,0
20000,712,42,78677,0
40698,742,70,70303,1
20000,666,46,63052,0
30717,816,40,103182,0
20000,651,34,103797,0
20000,620,33,71302,0
32311,656,44,108081,0
101436,632,72,471707,0
69682,521,18,161982,0
20000,790,18,74418,0
20000,583,55,86091,0
114960,662,46,643390,0
84356,744,40,493022,0
26603,671,18,95121,0
133147,694,33,587730,0
34276,645,59,190535,0
31411,773,32,68219,0
20000,720,33,84009,0
20000,554,42,80021,0
68306,805,35,392224,0
20000,634,43,113716,0
63243,774,19,271767,0
48106,701,56,189580,0
54388,548,50,300189,0
20000,685,36,108662,1
20000,732,18,86032,0
24314,714,21,42296,0
20000,736,38,120537,0
137703,660,44,620396,0
31129,502,35,130751,0
21903,599,25,83147,0
83240,764,39,239445,0
88275,676,56,258277,0
20000,773,38,37526,0
20000,676,28,59357,0
25363,842,33,54509,0
20000,674,60,54029,0
34132,719,46,168533,0
102659,829,34,326683,0
58416,591,39,327106,0
58565,708,46,178348,0
157806,628,49,770315,0
22373,532,39,117305,0
20000,704,33,45394,0
31119,750,44,153325,0
29090,606,38,132839,0
44247,840,27,102965,0
20000,685,38,60826,1
56153,672,28,187320,0
20000,667,26,34637,0
65094,674,34,265747,1
34414,850,48,139335,0
97473,729,30,270871,0
53960,777,76,197978,0
20000,603,49,131419,0
70032,745,19,358111,0
20000,748,24,64866,0
20000,681,49,127214,0
33337,558,30,132526,1
207623,675,27,728997,0
30993,591,27,123583,0
51000,702,30,196975,0
25913,638,39,92449,0
45177,838,42,194384,0
37530,589,33,80073,1
20000,619,22,111967,0
67127,579,38,328019,0
20242,816,62,51884,1
59149,616,43,147165,0
50630,660,41,280748,0
20000,644,28,83241,0
171090,752,36,622563,0
49406,823,45,204778,0
23273,788,40,116667,0
25818,653,52,142755,0
38595,537,51,203388,0
25944,557,47,75739,0
23427,699,21,104327,0
53368,589,49,131593,0
59921,673,42,295113,0
20000,582,53,69905,0
20000,782,53,67919,0
36619,557,44,192056,0
92565,629,30,406424,0
48841,537,35,224925,0
88280,589,47,223129,0
20000,761,38,90452,0
21180,714,36,48931,0
20000,697,33,33979,1
20000,605,36,106877,0
20000,583,53,83400,0
20000,572,34,63438,0
43521,729,37,242489,0
54422,689,25,239818,0
20000,685,40,19494,1
174816,850,54,811030,0
76769,590,27,386167,0
121602,732,47,515635,0
23410,572,41,70060,0
20000,716,41,115173,0
34001,850,61,96782,0
31063,681,44,168859,0
39738,828,38,60705,1
45402,586,43,191454,0
88913,695,35,510913,0
51721,770,54,206835,0
35933,752,37,149836,0
83017,732,42,406813,0
67918,484,45,205679,0
56628,773,27,272174,0
20000,787,37,120891,0
23066,702,35,134895,0
20000,814,55,95269,0
20000,612,36,130758,0
35527,803,48,213683,0
36867,642,46,80273,0
20000,677,30,72603,0
20000,619,36,79624,0
29249,560,33,67710,0
44718,646,39,132687,1
32160,645,49,108138,1
55023,694,44,246024,0
20725,622,55,99702,0
40066,696,20,164001,0
98984,693,37,239758,0
147703,754,39,334067,0
23315,798,47,96924,0
41347,706,37,243316,0
37754,694,62,100893,0
52626,754,39,151858,0
42418,720,36,179123,0
165768,739,42,738457,0
20661,639,48,121985,0
58637,594,40,239481,0
94860,808,47,375422,0
114768,637,47,255826,0
97469,767,20,322381,0
102261,645,49,388913,0
39271,506,34,85406,0
26193,662,25,83932,0
44184,650,35,205240,0
90291,705,43,435798,0
20000,649,26,92666,0
31365,685,23,60073,0
20000,731,46,124185,0
20000,795,25,88553,0
24948,634,44,82095,0
43720,742,34,135162,1
46443,624,58,102148,0
61855,758,31,169247,0
84968,721,59,314292,0
153400,666,25,580710,0
29998,795,38,125773,0
62971,463,40,140847,0
66976,638,44,200189,0
20000,515,24,110145,0
76405,526,43,419234,0
35382,704,45,157050,0
41918,588,54,255533,0
23144,748,38,71269,0
25458,765,41,44355,0
57499,747,38,246371,0
45506,547,39,232808,0
99109,687,38,228242,1
33808,672,35,63175,0
68265,698,51,127208,0
73812,773,37,333784,0
20000,711,48,65907,0
20000,546,51,111165,0
21260,675,33,45061,0
71022,709,41,92766,1
56214,703,40,201396,0
32834,660,44,157833,0
45444,760,24,114227,0
20000,716,28,47831,1
32690,636,36,84756,0
69814,503,36,361270,0
40234,688,31,211348,0
26353,694,27,71137,0
45995,761,25,97715,0
20000,566,37,54397,0
27564,576,54,83315,0
41113,763,57,120535,0
21786,708,30,56482,0
20000,683,55,88207,0
77964,606,34,320351,0
30118,704,39,72109,0
20000,802,60,108543,0
27681,598,38,104387,0
56010,588,29,334565,0
20000,459,40,97790,0
39430,711,38,113785,0
20000,661,26,127190,0
40959,624,41,176117,0
20000,770,42,82675,0
36319,698,52,134309,0
61037,593,46,398875,0
43541,621,44,238357,0
20000,620,23,55630,0
67001,540,30,140655,0
56442,769,37,298370,0
26722,703,43,55656,0
20000,717,51,82879,0
20502,620,36,69964,0
57779,734,50,175508,0
26306,770,42,105208,0
31972,694,44,124227,0
38886,732,25,173310,0
87241,600,45,497810,0
24157,849,47,63689,0
80528,733,47,363634,0
55007,814,33,251865,0
115447,727,36,487692,0
20000,655,40,69289,0
36797,652,30,236929,0
133185,651,37,679068,0
44179,677,55,233484,0
32545,701,43,179043,0
21837,727,38,64241,0
66333,686,61,163318,0
48055,553,31,117888,0
23245,566,52,94056,0
80402,688,33,304224,0
145306,625,40,433834,0
33141,834,49,112015,0
47240,751,30,259209,0
29540,698,18,99819,0
27856,594,46,94783,0
52382,677,45,315045,0
44254,651,22,122314,0
20000,565,32,133706,0
51638,788,51,228931,0
20000,647,19,51823,1
91285,708,39,481031,0
138353,611,21,317615,0
20000,736,58,65314,0
54862,659,36,133603,0
34022,650,19,118647,0
43068,622,50,115200,0
113537,664,61,206965,0
20000,617,61,55113,0
20131,690,21,34507,0
92979,722,18,183516,0
20000,705,18,27703,1
25871,587,39,140293,0
52367,612,46,274011,0
30707,718,18,158625,0
51979,738,54,102492,1
80615,640,32,335650,0
68086,662,36,246848,0
26378,655,42,131096,0
93217,715,53,223499,0
143991,618,41,447645,0
20000,718,47,51952,0
20000,698,19,107455,0
59153,661,47,218975,0
81205,698,32,239825,1
55636,685,39,275317,0
37176,634,25,139323,0
46024,628,29,245869,0
44306,701,18,142685,0
37664,675,33,182174,0
27932,697,52,160407,0
84246,639,43,204767,0
39126,698,31,64812,0
33772,694,41,160689,0
38253,792,34,180936,0
27015,589,34,77188,0
21652,695,57,140534,0
23755,707,29,81152,0
71941,787,37,387465,0
39147,739,28,211351,0
68991,779,37,271720,0
86621,607,26,459021,0
20000,730,41,62038,0
30690,782,38,145286,0
120807,619,42,689061,0
39304,668,49,180200,0
49721,755,62,252415,0
29182,644,33,124668,0
138664,719,49,576561,0
25406,670,28,154590,0
28247,762,65,78653,0
44294,684,38,216536,0
41265,644,43,112659,0
25416,728,18,91456,0
81479,602,39,347673,0
80235,629,36,325506,0
21172,643,18,134867,0
24981,635,34,124038,0
26962,609,35,120871,0
22187,746,24,21374,1
72584,633,42,182011,0
31180,680,34,139266,0
37982,617,22,177179,0
28056,717,42,127510,0
63311,672,61,250767,0
20000,685,59,85794,0
300000,633,45,1000000,0
41972,702,31,103944,0
38785,737,20,78142,0
20000,589,43,37546,0
159662,771,37,570611,0
20000,631,61,28606,0
176893,553,39,551855,0
27669,735,39,75551,0
69395,637,68,277077,0
20000,541,38,99089,1
126226,671,47,599875,0
20000,669,34,24356,1
22077,603,43,82353,0
20000,686,32,95352,0
67110,738,65,143846,0
25135,662,29,135620,0
69768,850,44,209372,0
20516,630,43,92390,0
68261,717,46,243989,0
58345,647,20,297111,0
37480,715,48,96400,0
100290,688,46,315780,1
58872,729,23,256064,0
23990,560,18,73769,0
122059,754,24,644744,0
90940,696,46,460299,0
65545,623,62,250044,0
32057,720,48,207933,0
32947,600,41,171066,0
20000,850,32,43308,0
20000,630,39,48240,1
76474,686,51,368403,0
20000,622,53,38925,0
29992,699,52,142137,0
73624,715,36,222264,0
20000,693,57,90407,0
40401,657,33,154676,0
55655,840,42,178657,0
28779,771,54,89922,0
20000,779,39,86796,0
20000,795,39,86892,0
68933,689,54,170052,0
22722,664,49,70251,0
20000,739,50,109174,1
35476,696,51,168398,0
26776,693,42,82505,0
76808,690,35,236019,0
122666,718,48,395353,0
20000,668,23,20294,0
29563,628,53,76971,0
115145,722,38,322239,0
20000,627,46,131736,0
34772,698,32,102763,0
133391,536,28,385017,0
21666,687,72,105089,0
59374,751,38,367550,0
32851,665,43,137288,0
82783,670,26,211234,0
62630,562,60,246404,0
21347,756,36,62020,0
20000,847,41,125936,0
23586,590,38,104741,0
20000,645,47,87147,0
43333,629,45,211511,0
20000,696,48,127710,0
20000,669,33,61649,0
20000,814,36,69779,0
20000,726,22,83707,0
23759,712,61,76370,0
41441,697,19,104644,0
29491,603,23,64641,0
20000,526,27,131835,0
95882,623,31,331548,0
20000,593,41,94815,0
41966,699,55,243354,0
155227,601,46,410936,0
120054,468,35,589230,1
20000,604,35,55174,0
30620,848,65,101509,0
300000,787,18,1000000,0
20000,636,23,47513,0
23190,803,30,139647,0
22932,635,25,128038,0
20000,641,44,26215,1
57254,703,43,183343,0
38479,548,46,76154,0
95237,850,50,275871,0
21014,701,29,101323,0
32041,654,46,135227,0
76345,702,40,336712,0
69596,741,45,198918,0
28828,682,30,93655,0
35620,712,26,191140,0
20000,638,38,33035,0
108661,642,33,459816,0
90524,667,31,271640,0
77092,660,59,298628,0
20530,729,57,118637,0
37863,636,72,136340,0
45324,658,27,245467,0
29497,748,40,93288,0
31655,610,44,132507,0
23790,564,52,27153,1
20000,634,34,126630,0
20000,553,18,114045,0
85132,576,28,273415,0
24860,648,57,102628,0
36286,657,36,151774,1
40386,724,52,153812,0
61015,763,34,137835,0
134790,660,32,305682,1
46540,669,58,169497,0
40451,605,36,128197,0
56069,734,56,144705,0
20000,608,37,128809,0
77243,832,68,144848,0
54268,596,44,311109,0
57061,619,58,251592,0
24413,654,35,57524,0
24845,662,43,103226,0
48616,666,37,197331,0
32499,713,43,161149,0
58759,674,46,162567,0
40046,697,40,159107,0
38170,679,53,150904,0
20000,699,40,102263,0
20000,668,40,142270,0
44598,642,42,211078,1
35920,650,28,90149,0
44380,711,29,153778,0
63205,774,25,354545,0
20000,681,48,108024,0
23348,651,48,47285,0
26804,734,25,169141,0
131677,679,46,524688,0
58497,666,42,293461,0
20000,628,24,20206,0
23844,733,38,40630,0
49229,653,29,277750,0
25594,591,44,85097,0
28625,599,47,120084,0
52949,613,31,138907,1
20000,676,35,109993,0
21510,683,43,111654,0
29841,740,30,73113,0
24629,679,47,49734,0
20000,666,50,131008,0
94205,757,41,511985,0
25503,670,34,74193,0
179545,731,26,736885,0
57901,728,41,352836,0
20000,636,61,74835,0
60319,850,35,149062,1
20000,846,35,138321,0
76977,656,38,435670,0
27987,684,29,82047,0
64018,478,22,210553,0
29893,653,45,184141,0
20000,609,42,66387,0
20000,758,19,110463,0
54608,608,28,169331,0
20000,707,30,86038,0
39448,824,59,168762,0
24489,666,18,106182,0
157927,718,43,706109,0
56494,722,31,84802,1
20000,654,32,10000,1
52739,603,21,254999,0
20000,717,39,115487,1
61635,516,18,336013,0
147430,649,50,630874,1
42609,516,55,133401,0
20000,591,49,87320,0
20000,608,18,59436,0
32834,645,44,162968,0
68022,596,47,284538,0
53886,612,33,226713,0
35588,595,47,78729,0
20000,624,62,27757,0
20000,657,43,94412,0
32146,651,21,79120,0
38285,646,32,90650,0
63119,530,29,145656,0
33854,816,56,157581,0
46021,619,51,186789,0
65238,507,18,178955,0
55891,636,50,251616,0
20000,572,31,117264,0
20000,544,59,106431,0
21403,559,49,118952,0
53097,605,25,212666,1
29196,585,40,106143,0
30651,850,40,137466,0
20000,780,32,88730,0
79473,580,60,131832,0
73217,693,35,186736,0
20000,567,47,37325,0
20000,638,26,127708,0
20000,669,49,88284,0
29521,662,32,155574,0
141663,564,44,778609,0
47502,801,51,216766,1
29469,699,34,87614,0
31730,743,62,167987,0
30266,713,41,96577,0
86177,670,30,308549,0
51183,665,32,216232,0
20000,762,45,92973,1
46242,732,37,180071,0
21966,767,51,66315,0
28560,850,51,198905,0
30544,638,28,88591,0
36378,560,48,201571,0
33084,709,42,175836,0
50064,725,28,93507,0
58164,588,47,143131,0
21295,645,42,87975,0
25278,669,22,75437,0
20000,615,41,86748,0
97774,756,31,236936,0
23553,571,18,184200,0
99081,695,27,308629,0
50511,526,18,186012,0
159252,590,18,718611,1
124955,850,60,525222,0
262858,608,42,899619,0
62107,846,24,236582,0
33959,637,48,119819,0
79521,661,30,255731,0
51711,562,39,115401,0
60274,683,37,253389,0
20000,622,41,64484,0
173799,826,38,548564,0
38595,602,50,129095,0
35307,632,42,51462,0
27533,616,24,88082,0
43750,593,56,190443,0
28325,787,54,137175,0
22422,618,44,111997,0
24935,715,54,59653,0
20000,609,36,17524,0
21431,652,23,153212,0
20000,835,36,110985,0
106915,659,56,402716,0
59823,756,18,197823,0
56312,570,32,168184,0
149214,582,45,423259,0
101098,600,28,358118,0
74955,655,49,414357,0
20000,549,36,74638,0
167092,670,18,683327,1
38439,743,35,147242,0
97142,635,42,209474,0
85541,805,29,232837,0
45378,582,20,257593,1
86610,744,40,406535,0
21034,618,39,91041,0
87615,704,46,234738,0
21634,708,59,74476,0
82392,604,25,365706,0
74238,772,18,171381,0
27982,698,41,99849,0
71343,736,33,360895,0
20000,568,70,55120,0
20000,661,18,89575,0
20000,519,32,89442,0
25728,671,31,145434,0
39214,702,33,184347,0
101751,850,39,393823,1
69619,786,36,208306,0
41882,620,23,130060,0
45873,692,48,161996,0
25150,687,40,178004,0
58395,687,25,333331,0
47663,733,18,127182,0
32380,749,39,72387,0
124383,710,37,394572,0
85568,627,25,444593,0
79613,711,26,302309,0
68220,590,38,175029,0
29575,712,24,91158,0
57124,615,39,184928,0
35920,696,28,171904,0
33374,704,36,133435,0
30944,762,34,126165,0
20000,603,53,90262,1
20000,693,25,42455,0
260754,596,20,1000000,0
176198,576,25,961957,0
101923,650,23,234623,0
20000,719,52,122753,0
20000,638,31,70983,0
50000,646,24,317337,0
34684,584,45,104557,0
20000,830,29,63935,0
47530,669,51,149082,0
54128,624,37,310452,0
20000,645,23,140862,0
91662,744,41,513579,0
33045,850,60,189530,0
25951,620,57,162069,0
35582,681,18,149725,0
20000,562,42,95384,0
69316,703,43,205287,0
58364,536,58,281984,0
20000,598,71,42280,0
56159,524,44,187197,0
20000,755,40,110261,0
20000,766,54,96055,0
37726,683,44,227080,0
88675,704,49,257897,0
20000,697,39,110878,0
24145,643,29,73929,0
300000,790,65,997274,1
20000,816,39,68883,0
105941,769,30,531952,0
20000,810,36,88192,0
52454,780,34,276190,0
30439,794,64,167961,0
44192,765,28,153482,0
20000,743,31,40944,0
20706,815,42,119046,0
70522,688,34,143411,0
89729,544,50,332896,0
24200,828,62,117622,0
44642,662,46,126513,0
164158,668,38,636166,0
60256,555,38,317318,0
91151,700,18,223140,0
20000,759,39,153499,0
20000,762,24,40745,0
20000,749,38,91864,0
21945,667,18,110854,0
59917,621,19,132699,0
31251,706,33,148236,0
67328,680,39,297252,0
46338,667,29,148447,0
34280,828,50,117691,0
59455,682,24,319233,0
20323,688,56,93455,0
20164,695,46,145756,0
52534,681,44,229052,0
64437,569,32,333358,0
50042,698,39,257442,0
48001,748,31,217625,0
25994,479,60,71448,0
126519,677,43,491943,0
20000,779,35,69700,0
20000,724,25,88607,0
31385,694,51,87821,0
30860,686,42,155380,0
20000,803,38,73247,0
20000,812,42,113342,0
65546,580,26,168243,0
150990,634,28,488131,0
38955,634,28,121458,0
21154,655,37,88260,0
64852,729,37,210588,0
40632,694,28,249895,0
22190,647,38,64179,1
98701,832,45,411500,0
31530,691,35,129354,0
95757,713,39,441905,0
221078,573,37,1000000,0
68211,767,29,393888,1
20000,663,55,117962,0
30836,501,43,118569,0
20000,687,45,126026,0
36073,550,52,198714,0
59292,690,47,326727,0
47751,731,53,213735,0
70531,487,41,415347,0
53086,612,18,139552,0
47329,724,41,214280,0
20000,661,45,94565,0
120800,692,40,486283,0
20000,850,28,10000,1
57208,605,46,155576,0
74160,500,60,157249,0
20325,645,33,71052,0
20944,540,61,121004,0
20000,673,30,30987,0
41998,633,38,253577,0
21203,599,34,61465,0
20000,807,50,67907,0
24442,609,21,151057,0
265661,528,38,1000000,0
139645,717,28,384164,0
33377,668,30,97576,0
94638,621,42,276187,0
20000,710,60,122547,0
163529,720,41,909541,0
20000,552,33,93782,0
76059,850,41,280566,0
26595,777,19,56863,0
20000,740,41,115296,0
20000,736,43,63769,0
30296,759,51,194324,0
27501,662,44,140966,0
70430,675,28,385115,0
31310,587,33,111875,0
86476,676,41,207958,0
80452,533,60,312850,0
26412,503,35,84613,0
171620,737,24,503851,0
21792,681,18,57701,0
46627,647,39,111728,0
33693,689,37,99524,0
20000,751,37,29426,0
20031,768,34,38485,0
21952,635,30,57462,0
24281,781,41,76107,0
145859,700,53,447508,0
48199,727,52,222610,0
300000,720,61,861557,0
34484,610,46,198897,0
20000,529,47,36850,0
20000,567,37,87966,0
39032,697,39,210460,0
88914,636,28,300478,1
89039,745,57,397716,0
20489,527,27,113960,0
20094,657,57,100518,0
36368,746,47,222944,0
102334,698,43,323552,0
39610,567,47,135213,0
59305,678,34,148673,0
23426,689,42,98863,1
22098,649,36,130844,0
69172,678,29,172664,1
20000,688,26,112946,0
98922,677,36,425633,0
106989,618,37,645983,0
24381,673,27,39293,0
20000,715,55,116069,0
48495,706,36,186972,1
20000,596,52,43764,0
88725,763,28,223355,0
30777,762,33,105387,0
48425,561,57,160046,0
30139,758,33,79676,0
51587,748,64,153313,0
22260,706,20,73209,0
66562,750,28,236906,0
47054,580,32,145406,0
20000,850,57,73560,0
20000,656,69,75502,0
20000,749,40,73528,0
50653,745,32,73326,0
198944,640,43,918999,0
20000,747,44,134407,0
22501,661,70,100179,0
120683,718,32,588777,0
74445,695,51,378115,0
102566,661,47,399392,0
24093,659,49,68181,0
88012,770,35,373829,0
215397,697,44,1000000,0
72409,669,38,226163,0
93140,829,52,386033,0
20000,624,21,43499,0
187496,812,39,635467,0
65250,679,35,229785,0
52589,729,45,278662,0
55070,653,22,296224,0
31187,605,42,98017,0
32931,566,52,182840,0
88790,818,36,397743,0
135935,834,40,666299,0
20000,606,35,93614,0
22251,674,32,56215,0
60682,687,52,233886,0
59274,700,24,305322,0
20314,637,50,43458,0
82184,720,36,165000,0
20000,653,45,58146,0
20000,693,27,68581,0
34248,766,44,79763,0
33286,631,33,74065,0
49326,678,51,215826,0
55819,816,32,305923,0
30316,569,61,132014,0
93785,779,19,412817,0
25103,651,31,152189,0
65717,682,30,198792,0
20000,675,45,88261,0
20000,735,61,132285,1
33239,590,28,74935,0
20000,727,44,57500,0
28486,722,32,111972,0
75662,789,44,359972,1
21600,736,30,49833,0
43270,550,38,64530,0
87674,748,36,377366,0
49094,850,58,137680,0
67097,649,51,190992,0
62418,698,44,138866,0
25406,726,43,29358,1
31996,542,43,93502,0
20000,566,33,107532,0
73416,755,49,405812,0
20000,561,46,69238,0
23456,722,47,87251,0
48343,697,31,213796,0
28166,844,18,107239,0
152095,691,43,765040,0
69738,607,49,360470,0
22276,718,42,65762,0
115432,599,23,668152,0
36202,732,27,209567,0
63459,747,29,145160,0
24605,651,18,66714,0
66610,718,21,381512,0
95572,748,26,439415,0
98739,645,41,487632,0
20000,640,31,110188,0
31004,585,62,133150,0
45867,755,24,176519,0
20000,609,65,70981,0
29108,633,18,56758,0
20000,603,26,115388,0
139693,659,27,674956,1
32180,696,30,63577,0
40220,662,39,75577,0
26258,477,39,168319,1
20000,656,44,76425,0
92668,706,46,336471,0
20000,678,39,84883,0
77573,597,54,225042,1
20000,706,37,62311,0
20000,722,46,82202,0
46343,631,40,162633,0
26446,762,30,92201,0
170207,556,46,468928,0
158265,616,39,897025,0
52744,666,47,287245,0
20000,696,41,98745,0
53889,661,63,236185,0
48537,595,58,253586,0
44599,674,35,181964,0
20000,804,64,46141,1
230966,719,51,1000000,0
43762,682,49,240361,0
51798,514,36,316768,0
20000,656,48,46161,0
20000,751,42,40718,0
42646,669,38,152650,0
20126,698,19,54267,1
23702,805,50,52563,0
36429,672,39,141258,0
27933,592,29,106986,0
62607,576,23,309630,0
55715,669,42,181905,0
28040,850,49,82218,0
20000,660,23,118915,0
139964,521,49,468014,1
36439,611,42,115076,0
20000,573,18,47003,0
20000,693,36,34654,0
34631,784,34,157253,0
74265,538,56,231261,0
46012,630,36,238884,0
20000,729,26,41902,1
106983,715,33,549811,1
20000,750,35,93724,0
43958,703,24,116374,0
20297,826,41,90752,0
147227,662,36,370952,0
118274,737,37,501597,0
86270,612,54,390223,0
32910,726,36,137083,0
49760,722,44,196254,0
27877,687,52,137508,0
29290,694,33,121830,0
21488,768,38,155301,0
150222,578,26,658488,0
62073,817,35,153009,0
20000,701,33,75609,0
60465,708,57,316088,0
31829,546,50,64553,0
47141,757,50,208759,0
23582,604,27,149120,0
90039,638,38,413294,0
40476,718,34,96126,0
77048,684,20,282386,0
27362,724,43,123191,0
20000,653,61,45659,0
20505,721,34,105639,0
54317,817,42,282659,0
20000,719,48,91155,0
29949,598,50,105195,0
30437,540,44,156386,0
52100,620,38,112876,0
20000,679,43,57328,1
46104,534,35,114699,0
45223,785,64,221189,0
20337,607,40,119890,0
92939,742,63,437993,0
41471,720,57,161800,0
25758,533,67,37935,0
55782,647,40,204363,0
63379,639,41,350418,0
46999,812,41,162099,0
84834,633,32,431274,0
44907,820,26,145721,0
98362,789,29,534877,0
20000,665,47,119797,0
37893,719,48,102374,0
26093,643,34,24356,0
39513,548,25,116616,0
138061,752,49,683547,0
22634,670,42,137077,0
45402,660,49,245885,0
20000,765,29,100471,0
141645,675,42,632823,1
37052,801,27,47888,0
29847,670,35,64522,0
97222,689,34,286961,0
35050,768,47,98356,0
71280,624,69,398695,0
47645,729,47,208628,0
52206,690,52,201996,0
278578,679,32,1000000,0
42256,771,22,61987,0
57146,746,52,337879,0
20000,682,47,67545,0
20000,664,37,37313,0
33159,759,52,73723,0
20000,727,18,84883,0
20000,637,21,133758,0
20184,692,45,53426,0
157575,768,38,873459,0
54558,691,34,253410,0
87715,631,46,312872,0
180681,653,41,597885,0
21546,760,23,44579,0
122363,667,25,402867,0
20000,593,30,125438,0
102147,775,65,387148,1
26692,708,55,114510,0
34145,700,51,173089,0
104494,747,46,597425,1
48375,554,31,148364,0
54564,790,38,271241,0
20000,650,60,94260,0
47014,582,40,116279,1
35468,850,42,155629,0
28646,686,36,181361,0
44415,777,42,187469,0
22628,578,37,72515,0
77826,756,39,239691,0
58232,488,34,260518,0
31724,681,40,116874,0
20000,774,22,36049,0
31233,681,54,129462,0
23309,723,59,61738,0
107962,640,42,404383,0
34990,688,40,124377,0
69651,555,33,158916,0
41153,587,36,159898,0
25348,659,47,115471,0
97239,695,41,516926,0
20000,521,41,130157,0
57970,773,41,326827,0
45656,683,42,151573,1
57688,651,50,159273,0
29759,783,45,112402,0
20000,680,40,106906,0
38680,715,52,106955,0
45287,665,23,290791,0
86734,570,49,404037,0
37741,623,32,154124,0
20000,710,26,89050,0
72493,697,37,292889,0
21049,591,38,102052,0
41855,688,56,96552,0
21887,653,47,19541,0
50102,850,49,136056,0
58926,711,20,156744,0
29843,654,32,135387,0
134859,752,51,522515,0
96822,678,56,559926,0
52732,648,48,159457,0
21231,562,42,91865,0
70777,635,42,387316,0
44625,674,44,124056,0
23271,664,33,104943,0
108067,827,37,619923,0
37933,742,37,234909,0
49081,780,57,317519,0
64260,715,28,205743,0
26104,689,54,77273,0
28333,706,38,53166,0
174932,656,35,1000000,0
61853,671,42,215373,0
35647,811,31,93379,0
20000,625,58,59342,0
20000,618,36,71129,0
57039,674,56,307632,0
31959,600,30,174201,0
49889,715,29,348678,0
39431,700,20,190807,0
67123,783,27,285073,0
56566,737,34,315337,0
164832,679,50,591327,0
43938,685,18,222216,0
25669,733,47,42945,0
30557,638,26,145949,0
33183,561,38,150724,0
20328,637,27,113104,0
34379,564,43,67878,0
47116,638,28,243730,0
31973,532,56,80675,0
41570,604,38,113440,0
20000,727,52,94008,0
42481,639,18,208145,0
20000,784,40,135556,0
76945,674,49,359869,0
22909,728,30,86219,0
94301,850,36,334552,0
20000,572,30,73995,0
20000,565,37,118924,0
35170,624,61,159618,0
66689,576,58,345394,0
38117,712,51,110534,0
183940,600,52,430841,1
20000,693,44,58836,0
69457,670,42,376772,0
85659,806,43,469578,0
63392,645,36,219716,0
20000,615,38,38910,0
45968,738,53,115969,0
45683,780,40,271943,0
20000,804,67,50038,0
20000,727,47,50388,0
65621,755,46,290259,0
62013,711,37,318065,0
32139,692,33,173569,0
55911,794,24,284880,0
76919,823,18,182842,0
246397,653,39,786360,0
74650,655,35,411546,0
50755,743,34,198872,0
20000,717,38,135601,0
20361,819,48,123296,0
20000,715,26,40312,0
41609,726,52,186052,0
23357,553,32,66755,1
109415,647,40,496397,0
47709,750,21,281383,0
187826,639,39,569004,0
32399,730,56,173802,0
33273,610,47,100247,0
56946,667,30,255421,0
58447,823,59,384656,0
20000,635,56,56986,0
20000,663,24,107042,0
44358,783,30,100358,0
23129,600,32,135486,0
20000,769,37,77919,0
44116,768,23,201767,0
45271,790,36,252162,0
31572,736,31,84581,0
34073,577,55,168908,0
20000,850,57,50933,0
30528,781,43,203079,0
68617,803,25,392841,0
20000,476,28,111751,0
34025,627,66,215390,0
21801,786,58,71302,0
28124,643,21,159887,1
20000,702,27,61204,0
42034,666,47,179791,1
43373,850,31,129923,0
20000,643,48,110816,0
28745,819,28,172341,0
35902,753,41,170511,0
57707,722,42,118512,0
25571,620,46,100924,0
22239,557,47,86018,0
24614,603,26,151544,0
56777,624,36,310759,0
29020,700,37,85428,0
22701,683,31,85279,0
21839,630,26,88162,0
116640,718,45,259964,0
58362,689,43,273852,0
37352,592,28,140179,0
40600,792,53,76208,0
57412,586,51,171487,0
20000,561,38,62051,0
20000,773,47,94143,0
25125,850,55,103106,0
34394,789,31,173199,0
20000,764,29,69339,0
89321,726,57,291317,0
88307,709,41,248099,0
21541,754,34,106713,0
62574,750,51,163031,0
73622,660,42,341301,0
20000,618,46,149889,0
54765,706,36,249654,0
222147,651,22,568375,1
80377,694,44,215463,0
40461,613,24,210555,0
47929,711,34,147974,0
38501,576,18,103871,0
38693,665,18,209136,0
20897,785,48,65634,1
104531,787,49,434319,0
47485,655,55,115734,0
53820,618,66,107927,0
21308,719,30,105418,0
50859,632,45,88951,1
87671,837,49,468251,0
20000,685,42,107017,0
50949,593,47,214610,1
23506,719,44,55928,0
20000,744,29,50542,0
38831,582,21,93751,0
20000,679,42,78351,0
24074,632,46,150562,0
27303,594,26,139082,0
57850,707,76,192701,0
101173,850,21,234549,0
70685,684,44,382906,0
206493,757,31,737790,0
85199,717,44,508418,0
30947,717,32,109235,0
20000,676,49,77396,0
74141,690,46,225047,0
23658,719,47,110471,0
24974,461,30,101977,0
20000,658,33,56835,0
20000,700,22,102408,0
38198,464,30,56641,0
